Patrimonio;Prefixo;Material;Operacao;Tipo;Subtipo;Unidade;Unidade Agrupadora;Estado;Acautelado Para
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;imprestavel;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;acautelado;CB CALDAS
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;acautelado;SUBTEN MAYSA
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;acautelado;2º SGT RABELLO
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;acautelado;SUBTEN AZEREDO
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;acautelado;SUBTEN LOPES
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;acautelado;2º SGT SPINDOLA
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;deposito;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;deposito;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;deposito;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;CBA II - Serrana;CBA II - Serrana;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;CBA II - Serrana;CBA II - Serrana;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;CBA II - Serrana;CBA II - Serrana;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/16 - Bonsucesso;16º GBM - Teresópolis;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/16 - Bonsucesso;16º GBM - Teresópolis;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/16 - Bonsucesso;16º GBM - Teresópolis;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/6 - Bom Jardim;6º GBM - Nova Friburgo;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;inoperante;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 3/6 - Bom Jardim;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 3/6 - Bom Jardim;6º GBM - Nova Friburgo;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/6 - Bom Jardim;6º GBM - Nova Friburgo;deposito;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/6 - Bom Jardim;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;inoperante;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;inoperante;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;inoperante;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;inoperante;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/6 - Bom Jardim;6º GBM - Nova Friburgo;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/6 - Bom Jardim;6º GBM - Nova Friburgo;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/6 - Bom Jardim;6º GBM - Nova Friburgo;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/6 - Bom Jardim;6º GBM - Nova Friburgo;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/6 - Bom Jardim;6º GBM - Nova Friburgo;imprestavel;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;inoperante;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;inoperante;-
